Gene,gene_length
LZTS1,597
LZTS2,670
LZTS3,674
M1AP,531
M6PR,278
MAATS1,768
MAB21L1,360
MAB21L2,360
MAB21L3,363
MAB21L4,448
MACC1,853
MACF1,7593
MACO1,665
MACROD1,326
MACROD2,454
MAD1L1,719
MAD2L1,206
MAD2L1BP,307
MAD2L2,225
MADCAM1,407
MADD,1648
MAEA,435
MAEL,435
MAF,404
MAF1,287
MAFA,354
MAFB,324
MAFF,165
MAFG,163
MAFK,157
MAG,627
MAGEA1,310
MAGEA10,370
MAGEA11,430
MAGEA12,315
MAGEA2,315
MAGEA2B,315
MAGEA3,315
MAGEA4,318
MAGEA6,315
MAGEA8,319
MAGEA9,316
MAGEA9B,316
MAGEB1,348
MAGEB10,348
MAGEB16,357
MAGEB17,337
MAGEB18,344
MAGEB2,320
MAGEB3,347
MAGEB4,347
MAGEB5,276
MAGEB6,408
MAGEB6B,408
MAGEC1,1143
MAGEC2,374
MAGEC3,644
MAGED1,835
MAGED2,607
MAGED4,758
MAGED4B,758
MAGEE1,958
MAGEE2,524
MAGEF1,308
MAGEH1,220
MAGEL2,1250
MAGI1,1463
MAGI2,1456
MAGI3,1482
MAGIX,335
MAGOH,147
MAGOHB,149
MAGT1,368
MAIP1,292
MAJIN,217
MAK,649
MAK16,301
MAL,154
MAL2,177
MALL,154
MALRD1,2157
MALSU1,235
MALT1,825
MAMDC2,687
MAMDC4,1217
MAML1,1017
MAML2,1157
MAML3,1139
MAMLD1,999
MAMSTR,416
MAN1A1,654
MAN1A2,642
MAN1B1,700
MAN1C1,631
MAN2A1,1145
MAN2A2,1151
MAN2B1,1012
MAN2B2,1010
MAN2C1,1058
MANBA,926
MANBAL,86
MANEA,463
MANEAL,458
MANF,186
MANSC1,432
MANSC4,341
MAOA,528
MAOB,521
MAP10,1048
MAP1A,3042
MAP1B,2469
MAP1LC3A,126
MAP1LC3B,126
MAP1LC3B2,126
MAP1LC3C,148
MAP1S,1060
MAP2,1828
MAP2K1,394
MAP2K2,401
MAP2K3,348
MAP2K4,411
MAP2K5,449
MAP2K6,335
MAP2K7,436
MAP3K1,1513
MAP3K10,955
MAP3K11,848
MAP3K12,893
MAP3K13,967
MAP3K14,948
MAP3K15,1314
MAP3K19,1329
MAP3K2,620
MAP3K20,801
MAP3K21,1037
MAP3K3,658
MAP3K4,1609
MAP3K5,1375
MAP3K6,1289
MAP3K7,607
MAP3K7CL,243
MAP3K8,468
MAP3K9,1119
MAP4,2298
MAP4K1,834
MAP4K2,821
MAP4K3,895
MAP4K4,1321
MAP4K5,847
MAP6,814
MAP6D1,134
MAP7,780
MAP7D1,842
MAP7D2,774
MAP7D3,877
MAP9,648
MAPK1,361
MAPK10,552
MAPK11,365
MAPK12,368
MAPK13,366
MAPK14,361
MAPK15,545
MAPK1IP1L,246
MAPK3,380
MAPK4,588
MAPK6,722
MAPK7,817
MAPK8,428
MAPK8IP1,712
MAPK8IP2,825
MAPK8IP3,1338
MAPK9,425
MAPKAP1,523
MAPKAPK2,401
MAPKAPK3,383
MAPKAPK5,474
MAPKBP1,1515
MAPRE1,269
MAPRE2,328
MAPRE3,282
MAPT,777
MARCKS,333
MARCKSL1,196
MARCO,521
MARCOL,286
MARF1,1743
MARK1,797
MARK2,789
MARK3,777
MARK4,753
MARS,901
MARS2,594
MARVELD1,174
MARVELD2,559
MARVELD3,411
MAS1,326
MAS1L,379
MASP1,729
MASP2,687
MAST1,1571
MAST2,1799
MAST3,1310
MAST4,2624
MASTL,880
MAT1A,396
MAT2A,396
MAT2B,335
MATK,509
MATN1,497
MATN2,957
MATN3,487
MATN4,623
MATR3,896
MAU2,614
MAVS,541
MAX,161
MAZ,494
MB,155
MB21D2,492
MBD1,656
MBD2,412
MBD3,292
MBD3L1,195
MBD3L2,209
MBD3L2B,205
MBD3L3,209
MBD3L4,209
MBD3L5,209
MBD4,581
MBD5,1728
MBD6,1004
MBIP,345
MBL2,249
MBLAC1,267
MBLAC2,280
MBNL1,401
MBNL2,374
MBNL3,355
MBOAT1,496
MBOAT2,521
MBOAT4,436
MBOAT7,473
MBP,305
MBTD1,629
MBTPS1,1053
MBTPS2,520
MC1R,383
MC2R,298
MC3R,324
MC4R,333
MC5R,326
MCAM,647
MCAT,391
MCC,1020
MCCC1,726
MCCC2,564
MCCD1,120
MCEE,177
MCEMP1,188
MCF2,1029
MCF2L,1138
MCF2L2,1115
MCFD2,147
MCHR1,423
MCHR2,341
MCIDAS,386
MCL1,351
MCM10,876
MCM2,905
MCM3,854
MCM3AP,1981
MCM4,905
MCM5,735
MCM6,822
MCM7,720
MCM8,881
MCM9,1144
MCMBP,643
MCMDC2,682
MCOLN1,581
MCOLN2,567
MCOLN3,554
MCPH1,836
MCRIP1,119
MCRIP2,161
MCRS1,476
MCTP1,1000
MCTP2,879
MCTS1,183
MCTS2P,182
MCU,352
MCUB,337
MCUR1,360
MDC1,2090
MDFI,247
MDFIC,356
MDFIC2,190
MDGA1,974
MDGA2,1026
MDH1,353
MDH1B,519
MDH2,339
MDK,153
MDM1,715
MDM2,498
MDM4,491
MDN1,5597
MDP1,177
ME1,573
ME2,585
ME3,605
MEA1,189
MEAF6,202
MECOM,1231
MECP2,499
MECR,374
MED1,1582
MED10,136
MED11,118
MED12,2178
MED12L,2146
MED13,2175
MED13L,2223
MED14,1455
MED15,789
MED16,878
MED17,653
MED18,209
MED19,262
MED20,213
MED21,160
MED22,201
MED23,1375
MED24,1015
MED25,748
MED26,601
MED27,312
MED28,179
MED29,222
MED30,179
MED31,132
MED4,271
MED6,258
MED7,234
MED8,302
MED9,147
MEDAG,304
MEF2A,506
MEF2B,376
MEF2C,484
MEF2D,522
MEFV,782
MEGF10,1141
MEGF11,1141
MEGF6,1542
MEGF8,2846
MEGF9,603
MEI1,1275
MEI4,386
MEIG1,89
MEIKIN,374
MEIOB,472
MEIOC,953
MEIS1,464
MEIS2,478
MEIS3,464
MELK,652
MELTF,739
MEMO1,301
MEN1,616
MEOX1,255
MEOX2,305
MEP1A,775
MEP1B,702
MEPCE,690
MEPE,557
MERTK,1000
MESD,235
MESP1,269
MESP2,398
MEST,336
MET,1409
METAP1,387
METAP1D,336
METAP2,479
METRN,294
METRNL,312
METTL1,277
METTL11B,284
METTL13,700
METTL14,457
METTL15,408
METTL16,563
METTL17,479
METTL18,373
METTL21A,237
METTL21C,265
METTL22,405
METTL23,191
METTL24,367
METTL25,604
METTL26,206
METTL27,246
METTL2A,379
METTL2B,379
METTL3,581
METTL4,473
METTL5,245
METTL6,285
METTL7A,245
METTL7B,277
METTL8,408
METTL9,319
MEX3A,521
MEX3B,570
MEX3C,660
MEX3D,652
MFAP1,440
MFAP2,184
MFAP3,363
MFAP3L,410
MFAP4,281
MFAP5,174
MFF,343
MFGE8,388
MFHAS1,1053
MFN1,742
MFN2,758
MFNG,322
MFRP,580
MFSD1,515
MFSD10,481
MFSD11,450
MFSD12,481
MFSD13A,518
MFSD14B,507
MFSD14C,151
MFSD2A,544
MFSD2B,505
MFSD3,413
MFSD4A,515
MFSD4B,519
MFSD5,558
MFSD6,792
MFSD6L,587
MFSD8,519
MFSD9,475
MGA,3066
MGAM,2754
MGAM2,2516
MGARP,241
MGAT1,446
MGAT2,448
MGAT3,534
MGAT4A,536
MGAT4B,564
MGAT4C,479
MGAT4D,376
MGAT5,742
MGAT5B,802
MGLL,314
MGME1,345
MGMT,239
MGP,129
MGRN1,594
MGST1,156
MGST2,148
MGST3,167
MIA,132
MIA2,1413
MIA3,1908
MIB1,1007
MIB2,1071
MICA,333
MICAL1,1087
MICAL2,1958
MICAL3,2003
MICALL1,864
MICALL2,905
MICB,384
MICU1,483
MICU2,435
MICU3,531
MID1,668
MID1IP1,184
MID2,736
MIDN,469
MIEF1,479
MIEF2,466
MIEN1,117
MIER1,566
MIER2,546
MIER3,556
MIF,116
MIF4GD,278
MIGA1,634
MIGA2,594
MIIP,389
MILR1,344
MINDY1,518
MINDY2,622
MINDY3,446
MINDY4,758
MINDY4B,461
MINK1,1333
MINOS1,79
MINPP1,488
MIOS,876
MIOX,286
MIP,264
MIPEP,714
MIPOL1,443
MIS12,206
MIS18A,234
MIS18BP1,1133
MISP,680
MISP3,362
MITD1,250
MITF,527
MIXL1,241
MKI67,3257
MKKS,571
MKLN1,736
MKNK1,466
MKNK2,466
MKRN1,483
MKRN2,417
MKRN2OS,224
MKRN3,508
MKS1,560
MKX,353
MLANA,119
MLC1,378
MLEC,293
MLF1,300
MLF2,249
MLH1,757
MLH3,1454
MLIP,994
MLKL,472
MLLT1,560
MLLT10,1069
MLLT11,91
MLLT3,569
MLLT6,1094
MLN,116
MLNR,413
MLPH,601
MLST8,328
MLX,299
MLXIP,920
MLXIPL,853
MLYCD,494
MMAA,425
MMAB,251
MMACHC,283
MMADHC,331
MMD,270
MMD2,271
MME,751
MMEL1,780
MMGT1,132
MMP1,470
MMP10,477
MMP11,489
MMP12,471
MMP13,490
MMP14,583
MMP15,670
MMP16,608
MMP17,604
MMP19,509
MMP2,661
MMP20,484
MMP21,570
MMP23B,391
MMP24,646
MMP24OS,72
MMP25,563
MMP26,262
MMP27,514
MMP28,521
MMP3,478
MMP7,268
MMP8,468
MMP9,708
MMRN1,1229
MMRN2,950
MMS19,1031
MMS22L,1244
MN1,1321
MNAT1,310
MND1,206
MNDA,408
MNS1,496
MNT,583
MNX1,402
MOAP1,352
MOB1A,217
MOB1B,222
MOB2,269
MOB3A,218
MOB3B,217
MOB3C,269
MOBP,207
MOCOS,889
MOCS1,637
MOCS2,189
MOCS3,461
MOG,296
MOGAT1,336
MOGAT2,335
MOGAT3,345
MOGS,838
MOK,420
MON1A,653
MON1B,548
MON2,1719
MORC1,985
MORC2,1033
MORC3,940
MORC4,938
MORF4L1,363
MORF4L2,289
MORN1,498
MORN2,152
MORN3,241
MORN4,147
MORN5,162
MOS,347
MOSMO,168
MOSPD1,215
MOSPD2,519
MOSPD3,236
MOV10,1004
MOV10L1,1212
MOXD1,614
MPC1,110
MPC1L,137
MPC2,128
MPDU1,248
MPDZ,2085
MPEG1,717
MPG,299
MPHOSPH10,682
MPHOSPH6,161
MPHOSPH8,861
MPHOSPH9,1184
MPI,424
MPIG6B,242
MPL,636
MPLKIP,180
MPND,504
MPO,746
MPP1,467
MPP2,598
MPP3,611
MPP4,638
MPP5,676
MPP6,541
MPP7,577
MPPE1,397
MPPED1,327
MPPED2,295
MPRIP,1039
MPST,318
MPV17,192
MPV17L,197
MPV17L2,207
MPZ,249
MPZL1,270
MPZL2,216
MPZL3,236
MR1,342
MRAP,173
MRAP2,206
MRAS,209
MRC1,1457
MRC2,1480
MRE11,712
MREG,215
MRFAP1,128
MRFAP1L1,128
MRGBP,205
MRGPRD,322
MRGPRE,313
MRGPRF,344
MRGPRG,290
MRGPRX1,323
MRGPRX2,331
MRGPRX3,323
MRGPRX4,323
MRI1,370
MRM1,354
MRM2,247
MRM3,421
MRNIP,344
MRO,263
MROH1,1642
MROH2A,1689
MROH2B,1586
MROH5,1318
MROH6,720
MROH7,1324
MROH8,947
MROH9,862
MRPL1,326
MRPL10,272
MRPL11,193
MRPL12,199
MRPL13,179
MRPL14,146
MRPL15,297
MRPL16,252
MRPL17,176
MRPL18,181
MRPL19,293
MRPL2,306
MRPL20,156
MRPL21,206
MRPL22,233
MRPL23,192
MRPL24,217
MRPL27,149
MRPL28,257
MRPL3,376
MRPL30,162
MRPL32,189
MRPL33,66
MRPL34,185
MRPL35,189
MRPL36,104
MRPL37,484
MRPL38,381
MRPL39,354
MRPL4,358
MRPL40,207
MRPL41,138
MRPL42,156
MRPL43,262
MRPL44,333
MRPL45,307
MRPL46,280
MRPL47,251
MRPL48,213
MRPL49,167
MRPL50,159
MRPL51,129
MRPL52,124
MRPL53,113
MRPL54,139
MRPL55,165
MRPL57,103
MRPL58,207
MRPL9,268
MRPS10,202
MRPS11,195
MRPS12,139
MRPS14,129
MRPS15,258
MRPS16,138
MRPS18A,263
MRPS18B,259
MRPS18C,143
MRPS2,297
MRPS21,88
MRPS22,361
MRPS23,191
MRPS24,168
MRPS25,174
MRPS26,206
MRPS27,429
MRPS28,188
MRPS30,440
MRPS31,396
MRPS33,107
MRPS34,226
MRPS35,324
MRPS36,104
MRPS5,431
MRPS6,126
MRPS7,272
MRPS9,397
MRRF,263
MRS2,447
MRTFA,967
MRTFB,1100
MRTO4,240
MRVI1,913
MS4A1,298
MS4A10,268
MS4A12,268
MS4A13,153
MS4A14,713
MS4A15,241
MS4A18,401
MS4A2,245
MS4A3,215
MS4A4A,248
MS4A4E,168
MS4A5,201
MS4A6A,277
MS4A6E,148
MS4A7,241
MS4A8,251
MSANTD1,286
MSANTD2,560
MSANTD3,276
MSANTD3-TMEFF1,381
MSANTD4,346
MSC,207
MSGN1,194
MSH2,935
MSH3,1138
MSH4,937
MSH5,836
MSH6,1361
MSI1,363
MSI2,329
MSL1,615
MSL2,578
MSL3,522
MSLN,631
MSLNL,753
MSMB,115
MSMO1,294
MSMP,140
MSN,578
MSR1,470
MSRA,236
MSRB1,227
MSRB2,183
MSRB3,193
MSS51,461
MST1,726
MST1R,1401
MSTN,376
MSTO1,571
MSX1,304
MSX2,268
MT-ATP6,227
MT-ATP8,69
MT-CO1,514
MT-CO2,228
MT-CO3,261
MT-ND1,318
MT-ND2,347
MT-ND3,115
MT-ND4,459
MT-ND4L,99
MT-ND5,604
MT-ND6,175
MT1A,62
MT1B,71
MT1E,128
MT1F,62
MT1G,69
MT1H,86
MT1HL1,62
MT1M,69
MT1X,62
MT2A,74
MT3,114
MT4,63
MTA1,716
MTA2,669
MTA3,595
MTAP,335
MTBP,905
MTCH1,395
MTCH2,304
MTCL1,1906
MTCP1,108
MTDH,583
MTERF1,400
MTERF2,386
MTERF3,418
MTERF4,382
MTF1,754
MTF2,594
MTFMT,390
MTFP1,136
MTFR1,334
MTFR1L,293
MTFR2,386
MTG2,407
MTHFD1,1021
MTHFD1L,980
MTHFD2,351
MTHFD2L,348
MTHFR,698
MTHFS,233
MTHFSD,384
MTIF2,728
MTIF3,279
MTLN,139
MTM1,604
MTMR1,674
MTMR10,778
MTMR11,710
MTMR12,748
MTMR14,651
MTMR2,644
MTMR3,1199
MTMR4,1196
MTMR6,622
MTMR7,661
MTMR8,705
MTMR9,550
MTNR1A,351
MTNR1B,363
MTO1,733
MTOR,2550
MTPAP,583
MTPN,119
MTR,1266
MTREX,1043
MTRF1,446
MTRF1L,381
MTRR,726
MTSS1,760
MTSS1L,748
MTTP,922
MTURN,132
MTUS1,1271
MTUS2,1380
MTX1,467
MTX2,264
MTX3,313
MUC1,1263
MUC12,5479
MUC13,513
MUC15,362
MUC16,14508
MUC17,4494
MUC2,131
MUC20,724
MUC21,567
MUC22,1774
MUC3A,3324
MUC4,5413
MUC5AC,5655
MUC5B,5763
MUC6,2440
MUC7,378
MUCL1,91
MUCL3,1461
MUL1,353
MUM1,733
MUM1L1,697
MUS81,552
MUSK,870
MUSTN1,373
MUT,751
MUTYH,550
MVB12A,274
MVB12B,320
MVD,401
MVK,397
MVP,894
MX1,663
MX2,716
MXD1,222
MXD3,389
MXD4,210
MXI1,296
MXRA5,2829
MXRA7,214
MXRA8,451
MYADM,323
MYADML2,308
MYB,762
MYBBP1A,1333
MYBL1,753
MYBL2,701
MYBPC1,1174
MYBPC2,1142
MYBPC3,1275
MYBPH,478
MYBPHL,355
MYC,455
MYCBP,111
MYCBP2,4641
MYCBPAP,985
MYCL,395
MYCN,465
MYCT1,236
MYD88,318
MYDGF,190
MYEF2,601
MYEOV,314
MYF5,256
MYF6,243
MYH1,1940
MYH10,2008
MYH11,1980
MYH13,1939
MYH14,2037
MYH15,1947
MYH2,1942
MYH3,1941
MYH4,1940
MYH6,1940
MYH7,1936
MYH7B,1984
MYH8,1938
MYH9,1961
MYL1,195
MYL10,227
MYL12A,178
MYL12B,173
MYL2,167
MYL3,196
MYL4,198
MYL5,174
MYL6,239
MYL6B,209
MYL7,198
MYL9,173
MYLIP,446
MYLK,1915
MYLK2,597
MYLK3,820
MYLK4,389
MYLPF,200
MYMK,222
MYMX,85
MYNN,611
MYO10,2070
MYO15A,3531
MYO15B,3065
MYO16,1881
MYO18A,2055
MYO18B,2569
MYO19,971
MYO1A,1044
MYO1B,1137
MYO1C,1064
MYO1D,1007
MYO1E,1109
MYO1F,1099
MYO1G,1019
MYO1H,1039
MYO3A,1617
MYO3B,1342
MYO5A,1856
MYO5B,1849
MYO5C,1743
MYO6,1296
MYO7A,2216
MYO7B,2117
MYO9A,2549
MYO9B,2158
MYOC,505
MYOCD,987
MYOCOS,108
MYOD1,321
MYOF,2062
MYOG,225
MYOM1,1686
MYOM2,1466
MYOM3,1438
MYORG,715
MYOT,499
MYOZ1,300
MYOZ2,265
MYOZ3,252
MYPN,1321
MYPOP,400
MYRF,1152
MYRFL,911
MYRIP,860
MYSM1,829
MYT1,1149
MYT1L,1208
MYZAP,467
MZB1,190
MZF1,735
MZT1,83
MZT2A,159
MZT2B,219
N4BP1,897
N4BP2,1771
N4BP2L1,244
N4BP2L2,753
N4BP3,545
N6AMT1,215
NAA10,236
NAA11,230
NAA15,867
NAA16,865
NAA20,179
NAA25,973
NAA30,363
NAA35,726
NAA38,174
NAA40,238
NAA50,170
NAA60,250
NAA80,309
NAAA,360
NAALAD2,741
NAALADL1,792
NAALADL2,796
NAB1,488
NAB2,526
NABP1,205
NABP2,212
NACA,2079
NACA2,216
NACAD,1563
NACC1,528
NACC2,588
NADK,592
NADK2,443
NADSYN1,707
NAE1,538
NAF1,495
NAGA,412
NAGK,391
NAGLU,744
NAGPA,516
NAGS,535
NAIF1,328
NAIP,1404
NALCN,1739
NAMPT,492
NANOG,306
NANOGNB,189
NANOGP8,306
NANOS1,293
NANOS2,139
NANOS3,193
NANP,249
NANS,360
NAP1L1,392
NAP1L2,461
NAP1L3,507
NAP1L4,387
NAP1L5,183
NAPA,296
NAPB,303
NAPEPLD,394
NAPG,313
NAPRT,539
NAPSA,421
NARF,504
NARS,549
NARS2,478
NASP,789
NAT1,353
NAT10,1026
NAT14,207
NAT16,370
NAT2,291
NAT8,228
NAT8L,303
NAT9,213
NATD1,114
NAV1,1878
NAV2,2490
NAV3,2386
NAXD,391
NAXE,289
NBAS,2372
NBDY,69
NBEA,2948
NBEAL1,2695
NBEAL2,2755
NBL1,217
NBN,755
NBPF1,1140
NBPF10,3796
NBPF11,866
NBPF12,1458
NBPF14,2989
NBPF15,671
NBPF19,3844
NBPF20,5647
NBPF26,1449
NBPF3,634
NBPF4,668
NBPF6,668
NBPF9,1112
NBR1,967
NCALD,195
NCAM1,885
NCAM2,838
NCAN,1322
NCAPD2,1402
NCAPD3,1499
NCAPG,1016
NCAPG2,1157
NCAPH,742
NCAPH2,607
NCBP1,791
NCBP2,157
NCBP2-AS2,100
NCBP2L,154
NCBP3,621
NCCRP1,276
NCDN,730
NCEH1,449
NCF1,391
NCF2,527
NCF4,349
NCK1,378
NCK2,381
NCKAP1,1135
NCKAP1L,1128
NCKAP5,1910
NCKAP5L,1335
NCKIPSD,723
NCL,711
NCLN,564
NCMAP,103
NCOA1,1442
NCOA2,1465
NCOA3,1425
NCOA4,651
NCOA5,580
NCOA6,2064
NCOA7,943
NCOR1,2441
NCOR2,2515
NCR1,305
NCR2,277
NCR3,202
NCR3LG1,455
NCS1,191
NCSTN,710
NDC1,675
NDC80,643
NDE1,336
NDEL1,346
NDFIP1,222
NDFIP2,337
NDN,322
NDNF,569
NDOR1,607
NDP,134
NDRG1,395
NDRG2,372
NDRG3,389
NDRG4,392
NDST1,883
NDST2,884
NDST3,874
NDST4,873
NDUFA1,71
NDUFA10,430
NDUFA11,229
NDUFA12,146
NDUFA13,151
NDUFA2,100
NDUFA3,85
NDUFA4,82
NDUFA4L2,94
NDUFA5,117
NDUFA6,155
NDUFA7,114
NDUFA8,173
NDUFA9,378
NDUFAB1,157
NDUFAF1,328
NDUFAF2,170
NDUFAF3,185
NDUFAF4,176
NDUFAF5,346
NDUFAF6,334
NDUFAF7,442
NDUFAF8,75
NDUFB1,106
NDUFB10,173
NDUFB11,164
NDUFB2,106
NDUFB3,99
NDUFB4,130
NDUFB5,190
NDUFB6,129
NDUFB7,138
NDUFB8,187
NDUFB9,180
NDUFC1,77
NDUFC2,120
NDUFC2-KCTD14,135
NDUFS1,742
NDUFS2,464
NDUFS3,265
NDUFS4,176
NDUFS5,107
NDUFS6,173
NDUFS7,237
NDUFS8,211
NDUFV1,465
NDUFV2,253
NDUFV3,474
NEB,8561
NEBL,1015
NECAB1,352
NECAB2,387
NECAB3,397
NECAP1,276
NECAP2,274
NECTIN1,518
NECTIN2,539
NECTIN3,550
NECTIN4,511
NEDD1,668
NEDD4,1320
NEDD4L,1255
NEDD8,82
NEDD9,835
NEFH,1021
NEFL,544
NEFM,917
NEGR1,355
NEIL1,391
NEIL2,333
NEIL3,606
NEK1,1287
NEK10,1173
NEK11,646
NEK2,446
NEK3,507
NEK4,842
NEK5,858
NEK6,348
NEK7,303
NEK8,693
NEK9,980
NELFA,540
NELFB,629
NELFCD,600
NELFE,388
NELL1,839
NELL2,867
NEMF,1077
NEMP1,445
NEMP2,418
NENF,173
NEO1,1462
NEPRO,568
NES,1622
NET1,597
NETO1,534
NETO2,526
NEU1,416
NEU2,381
NEU3,462
NEU4,498
NEURL1,575
NEURL1B,556
NEURL2,286
NEURL3,263
NEURL4,1563
NEUROD1,357
NEUROD2,383
NEUROD4,332
NEUROD6,338
NEUROG1,238
NEUROG2,273
NEUROG3,215
NEXMIF,1517
NEXN,676
NF1,2840
NF2,596
NFAM1,271
NFASC,1241
NFAT5,1550
NFATC1,944
NFATC2,926
NFATC2IP,420
NFATC3,1076
NFATC4,965
NFE2,374
NFE2L1,773
NFE2L2,606
NFE2L3,695
NFE4,180
NFIA,555
NFIB,571
NFIC,531
NFIL3,463
NFIX,503
NFKB1,970
NFKB2,901
NFKBIA,318
NFKBIB,357
NFKBID,466
NFKBIE,501
NFKBIL1,382
NFKBIZ,719
NFRKB,1325
NFS1,458
NFU1,255
NFX1,1121
NFXL1,912
NFYA,348
NFYB,208
NFYC,459
NGB,152
NGDN,316
NGEF,711
NGF,242
NGFR,428
NGLY1,655
NGRN,292
NHEJ1,317
NHLH1,134
NHLH2,136
NHLRC1,396
NHLRC2,727
NHLRC3,348
NHLRC4,124
NHP2,154
NHS,1631
NHSL1,1611
NHSL2,1226
NICN1,214
NID1,1248
NID2,1376
NIF3L1,378
NIFK,294
NIM1K,437
NIN,2134
NINJ1,153
NINJ2,189
NINL,1383
NIP7,181
NIPA1,330
NIPA2,361
NIPAL1,411
NIPAL2,384
NIPAL3,407
NIPAL4,467
NIPBL,2805
NIPSNAP1,285
NIPSNAP2,287
NIPSNAP3A,248
NIPSNAP3B,248
NISCH,1505
NIT1,328
NIT2,277
NKAIN1,208
NKAIN2,209
NKAIN3,198
NKAIN4,209
NKAP,416
NKAPD1,294
NKAPL,403
NKD1,471
NKD2,452
NKG7,166
NKIRAS1,193
NKIRAS2,230
NKPD1,611
NKRF,706
NKTR,1463
NKX1-1,412
NKX1-2,311
NKX2-1,402
NKX2-2,274
NKX2-3,365
NKX2-4,355
NKX2-5,325
NKX2-6,302
NKX2-8,240
NKX3-1,235
NKX3-2,334
NKX6-1,368
NKX6-2,278
NKX6-3,266
NLE1,486
NLGN1,824
NLGN2,836
NLGN3,849
NLGN4X,837
NLGN4Y,874
NLK,528
NLN,705
NLRC3,1113
NLRC4,1025
NLRC5,1867
NLRP1,1474
NLRP10,656
NLRP11,1034
NLRP12,1063
NLRP13,1044
NLRP14,1094
NLRP2,1063
NLRP3,1037
NLRP4,995
NLRP5,1201
NLRP6,893
NLRP7,1038
NLRP8,1049
NLRP9,992
NLRX1,976
NMB,155
NMBR,391
NMD3,530
NME1,178
NME1-NME2,293
NME3,170
NME4,196
NME5,213
NME6,195
NME7,377
NME8,589
NME9,331
NMI,308
NMNAT1,280
NMNAT2,308
NMNAT3,347
NMRAL1,300
NMRK1,204
NMRK2,236
NMS,154
NMT1,497
NMT2,499
NMU,175
NMUR1,427
NMUR2,416
NNAT,126
NNMT,265
NNT,1087
NOA1,699
NOB1,413
NOBOX,692
NOC2L,750
NOC3L,801
NOC4L,517
NOCT,432
NOD1,954
NOD2,1041
NODAL,348
NOG,233
NOL10,689
NOL11,720
NOL12,214
NOL3,271
NOL4,639
NOL4L,681
NOL6,1147
NOL7,258
NOL8,1168
NOL9,703
NOLC1,710
NOM1,861
NOMO1,1268
NOMO2,1268
NOMO3,1268
NONO,472
NOP10,65
NOP14,858
NOP16,238
NOP2,846
NOP53,479
NOP56,595
NOP58,530
NOP9,637
NOS1,1469
NOS1AP,507
NOS2,1154
NOS3,1204
NOSIP,305
NOSTRIN,564
NOTCH1,2556
NOTCH2,2472
NOTCH2NLA,237
NOTCH3,2322
NOTCH4,2004
NOTO,252
NOTUM,497
NOV,358
NOVA1,508
NOVA2,493
NOX1,565
NOX3,569
NOX4,579
NOX5,766
NOXA1,484
NOXO1,377
NOXRED1,360
NPAP1,1157
NPAS1,591
NPAS2,825
NPAS3,939
NPAS4,803
NPAT,1428
NPB,157
NPBWR1,329
NPBWR2,334
NPC1,1279
NPC1L1,1360
NPC2,221
NPDC1,404
NPEPL1,524
NPEPPS,920
NPFF,114
NPFFR1,431
NPFFR2,523
NPHP1,734
NPHP3,1331
NPHP4,1427
NPHS1,1242
NPHS2,384
NPIPA1,351
NPIPA2,370
NPIPA3,370
NPIPA5,351
NPIPA7,370
NPIPA8,370
NPIPB11,1162
NPIPB12,595
NPIPB13,1139
NPIPB15,444
NPIPB2,398
NPIPB3,421
NPIPB4,1139
NPIPB5,1134
NPIPB6,426
NPIPB7,422
NPIPB8,433
NPIPB9,430
NPL,321
NPLOC4,618
NPM1,295
NPM2,215
NPM3,179
NPNT,609
NPPA,153
NPPB,135
NPPC,127
NPR1,1062
NPR2,1048
NPR3,542
NPRL2,381
NPRL3,570
NPS,90
NPSR1,391
NPTN,399
NPTX1,433
NPTX2,432
NPTXR,501
NPVF,197
NPW,166
NPY,98
NPY1R,385
NPY2R,382
NPY4R,376
NPY4R2,376
NPY5R,446
NQO1,275
NQO2,232
NR0B1,471
NR0B2,258
NR1D1,615
NR1D2,580
NR1H2,461
NR1H3,467
NR1H4,487
NR1I2,474
NR1I3,358
NR2C1,604
NR2C2,616
NR2C2AP,168
NR2E1,423
NR2E3,411
NR2F1,424
NR2F2,415
NR2F6,405
NR3C1,779
NR3C2,989
NR4A1,653
NR4A2,599
NR4A3,638
NR5A1,462
NR5A2,542
NR6A1,481
NRAP,1732
NRARP,115
NRAS,190
NRBF2,288
NRBP1,544
NRBP2,502
NRCAM,1305
NRDC,1220
NRDE2,1165
NREP,113
NRF1,523
NRG1,714
NRG2,859
NRG3,721
NRG4,116
NRGN,79
NRIP1,1159
NRIP2,282
NRIP3,242
NRK,1583
NRL,238
NRM,263
NRN1,169
NRN1L,166
NRP1,924
NRP2,932
NRROS,693
NRSN1,196
NRSN2,205
NRTN,198
NRXN1,1548
NRXN2,1713
NRXN3,1665
NSA2,261
NSD1,2697
NSD2,1366
NSD3,1438
NSDHL,374
NSF,745
NSFL1C,373
NSG1,186
NSG2,172
NSL1,282
NSMAF,949
NSMCE1,267
NSMCE2,248
NSMCE3,305
NSMCE4A,386
NSMF,531
NSRP1,559
NSUN2,768
NSUN3,341
NSUN4,653
NSUN5,471
NSUN6,470
NSUN7,719
NT5C,202
NT5C1A,369
NT5C1B,611
NT5C1B-RDH14,603
NT5C2,562
NT5C3A,337
NT5C3B,301
NT5DC1,456
NT5DC2,558
NT5DC3,549
NT5DC4,429
NT5E,575
NT5M,235
NTAN1,311
NTF3,271
