gene	gene_length
CFL1	13
SNX32	13
TMEM262	8
HMBS	14
CDCA5	6
CD3G	7
TEAD1	13
QSER1	13
TAGLN	4
FERMT3	15
OR52E6	1
TRIM22	8
B4GAT1	2
LPXN	9
SYT12	11
ANKK1	8
ARL2	5
AL035078.4	6
RCN1	6
HBE1	4
OR52N4	2
PRCP	10
FAM181B	1
RBM14	3
CLMP	7
LDHA	8
NUP160	36
TSPAN4	9
PHLDB1	24
EEF1G	10
AHNAK	5
IL18	6
C11orf58	5
RCOR2	12
CALCB	4
MYO7A	49
FGF3	3
FGF19	3
OR5T2	1
FAT3	27
C11orf49	9
TRIM51	7
OR5L2	1
FOXR1	6
DEFB131B	2
AP002495.1	2
CLPB	17
OLFML1	3
MRPL17	3
IGSF9B	20
TRIM29	9
MPZL2	6
AP002884.3	4
SCGB1D4	3
SCGB2A2	3
VEGFB	7
PIK3C2A	32
TM7SF2	10
NAV2	41
IRF7	9
PTPMT1	4
YPEL4	5
UBE2L6	4
FAM111A	5
WT1	10
MTA2	18
NOX4	18
OR4D9	3
SCGB2A1	3
OR4D6	1
TTC17	24
OR52N5	3
BEST1	9
ZFP91	11
CHKA	12
SPDYC	7
ZFPL1	8
C11orf91	2
ROM1	3
DEAF1	12
CARD17	4
DCHS1	21
DENND5A	23
CTTN	19
FTH1	4
TRAF6	7
FADS3	12
OR10Q1	1
SSRP1	17
SPTBN2	38
TNKS1BP1	11
AP001781.2	19
KCNQ1	16
PACSIN3	11
RRP8	7
OR52A5	2
GAL3ST3	3
OR4A5	1
KCTD14	2
BANF1	3
IZUMO1R	4
RDX	6
SPI1	5
BET1L	3
SSSCA1	4
JAM3	9
GRIA4	17
TMPRSS5	13
TIGD3	2
INS	2
PRRG4	6
SCUBE2	22
SCGB1D1	3
JRKL	2
OR5A2	1
TPBGL	1
CASP4	9
TIMM10	3
KMT2A	7
MADD	36
OPCML	7
NAALADL1	18
CASP5	10
TRIM34	8
COX8A	2
OR52A1	2
HYLS1	4
OR10W1	1
UVRAG	15
OR5AK2	1
TRPM5	24
LTO1	5
LAMTOR1	5
OR4A16	1
RNF121	9
ANKRD49	3
GATD1	8
KAT5	13
FOXRED1	11
BATF2	3
CLP1	3
AP002748.4	17
MICAL2	28
CDON	20
DDX25	12
PUS3	4
C11orf88	7
OR8K1	1
OR8K3	3
RNF169	6
OR8H3	1
CEP295	30
OR5AS1	2
OR8I2	1
OR8H2	2
VPS26B	6
TMEM25	13
CARD18	3
FOLR1	5
SOX6	16
NAP1L4	16
DPF2	12
FAM118B	7
HBG2	3
DDI1	1
AKIP1	6
GLYATL1	7
OTUB1	3
MPZL3	6
CSTF3	21
PPFIA1	28
DPP3	18
OR52N1	2
ASCL3	1
RASSF7	14
C11orf24	4
POLR2L	2
FLRT1	2
OR52E2	1
PATE2	4
DNAJC24	5
LDLRAD3	6
PTS	6
AP001273.2	9
ST14	19
AP000812.4	3
FADS1	12
DAGLA	20
SLC1A2	11
THRSP	2
SLC37A4	12
ODF3	7
EIF1AD	6
SCGB1D2	3
OR5AN1	2
CNTF	2
OR5B12	2
OR5B2	3
OR5B3	2
CD248	1
DKK3	8
OR8J1	2
ALDH3B2	10
AP000812.5	5
KIF18A	17
SF3B2	22
TMEM258	27
FADS2	2
PSMA1	12
OR8H1	2
DNHD1	43
LRRC32	3
EMSY	21
HIPK3	17
ARHGAP42	24
INS-IGF2	5
SCGB1A1	3
DEPDC7	9
SIDT2	26
CCDC82	7
SERPING1	8
TMEM9B	5
TRIM6-TRIM34	14
AQP11	3
CLNS1A	3
OR5B21	1
OR9I1	3
DCDC1	20
OR51E1	2
OR9G1	2
KLC2	16
FJX1	1
OR5M8	1
LRTOMT	5
OR5I1	1
NUMA1	27
OR5D18	1
OR5L1	1
LRP4	38
LIPT2	2
ASCL2	2
SCGB1C1	3
ZC3H12C	6
TRIM64	6
IFITM1	2
SRSF8	1
CCND1	5
SMCO4	3
FEN1	2
CATSPER1	12
TRIM3	12
FDX1	4
OR4C46	1
IGHMBP2	15
MRPL21	7
APLP2	19
LRRC10B	1
RRAS2	6
MYBPC3	35
ANAPC15	3
TSPAN32	10
METTL15	7
UBTFL1	1
SLC22A9	10
GSTP1	7
CCDC34	6
AAMDC	6
UPK2	5
PANX1	5
BCL9L	2
CPT1A	19
CXCR5	2
INTS4	23
CTR9	25
RHOG	2
TH	14
TRIM49D1	8
EIF4G2	22
TRIM49D2	7
KCTD21	2
BTG4	6
USP35	11
TAF1D	30
RASSF10	1
FRMD8	11
CD3D	5
TEX12	5
OR4D11	1
TYR	5
DTX4	9
PELI3	8
ZDHHC24	17
SMTNL1	7
STIP1	14
COMMD9	6
OR51D1	2
ALDH3B1	10
TNNT3	16
OR5AR1	1
SLC25A22	10
RAB1B	6
OR5AP2	1
PKP3	13
TRIM44	5
SIK2	15
MEN1	10
ADAMTS15	8
HYOU1	26
PPP2R1B	15
FGF4	3
PLET1	4
LAYN	8
RBM4B	3
RBM14-RBM4	3
B4GALNT4	20
GAB2	10
TAF10	12
C11orf95	5
ENDOD1	2
B3GNT6	2
DDB2	10
OR9Q2	2
C11orf1	5
NDUFS8	7
LRRC55	2
IMMP1L	7
CDC42BPG	37
RPLP2	5
PIDD1	16
MAP6	4
TPP1	13
PAMR1	12
TMPRSS4	13
OR5M3	2
AP002512.3	1
IFITM2	2
OR52M1	1
OR5T3	1
OR52K1	2
LSP1	12
COLCA2	5
C11orf97	4
CHRDL2	12
ARHGAP20	16
TRIM48	6
CCDC84	11
RBM4	3
NARS2	14
SESN3	10
ARL14EP	4
MRPL49	4
OR5M9	1
OR52K2	1
CCDC87	8
PACS1	24
NLRP6	8
CTSF	13
CWC15	7
TRIM66	25
TPCN2	25
AC018523.2	22
NUDT22	6
INSC	13
AC104389.5	3
PC	23
LRFN4	2
PDGFD	7
PAX6	14
TCIRG1	20
OR51L1	3
EHD1	6
OR1S1	1
OR2AT4	3
OR6Q1	1
OR51E2	2
OR9G4	1
GALNT18	11
MPPED2	6
MARK2	19
TRIM68	7
CAPN5	13
MOGAT2	6
DYNC2H1	90
CEP57	11
SPCS2	5
FAM76B	10
OR5M11	1
OR5M10	1
OR5M1	2
USP47	29
SIGIRR	10
NCAM1	21
YIF1A	8
DGAT2	8
SNX19	11
TRIAP1	2
RND1	5
CACNB3	13
AC034102.2	28
PA2G4	13
EP400	52
PUS1	6
ULK1	28
ANP32D	1
ZNF641	6
IFT81	19
PTPRB	34
SLC2A3	10
UBC	1
NCOR2	47
FAIM2	12
KMT5A	8
RILPL2	4
RPH3A	22
CCT2	16
SNRNP35	2
RILPL1	7
RAB3IP	11
CLEC4C	7
KLHL42	3
SH2B3	8
ATXN7L3B	1
CLEC9A	9
NTF3	2
FIGNL2	2
ANKRD33	5
AC069503.2	4
RNF34	7
KDM2B	23
ACADS	10
MSI1	15
SIRT4	4
IQSEC3	14
NECAP1	9
SRRM4	13
MMP17	10
SFSWAP	19
NAV3	40
TRPV4	15
APOBEC1	5
KLRB1	6
CDK17	17
HAL	21
LRMP	39
AC068775.1	7
WNT10B	5
SP7	3
TMCC3	4
PIP4K2C	10
CLLU1OS	4
RASSF3	5
MYF6	3
SMCO3	2
MGP	5
ANKRD52	28
AC005832.4	7
DYRK4	15
UNG	7
MAPKAPK5	14
HCAR3	1
PRDM4	12
AC022335.1	13
C1RL	6
CUX2	22
MDM2	11
SYT10	7
SARNP	11
CLEC2A	5
USP15	22
TAS2R14	1
OR6C68	1
IKZF4	12
TAC3	9
NOC4L	15
VSIG10	9
GIT2	20
AACS	18
AC068790.8	6
BEST3	10
AQP2	4
REP15	1
ALKBH2	4
ERP29	3
TMEM119	2
VPS37B	4
PHLDA1	2
BRAP	12
ISCU	5
STAT6	22
LRP1	89
NAB2	7
PMEL	11
ANKLE2	13
PXMP2	5
GPD1	8
GLT1D1	8
ZDHHC17	17
LHX5	5
SCNN1A	12
OASL	6
ERBB3	28
HNF1A	10
CABP1	6
CDK2	7
TAOK3	21
WSB2	9
RAN	7
BRI3BP	3
APOF	2
MANSC4	3
NAA25	24
ALDH2	13
AC002996.1	8
HIP1R	32
CMKLR1	3
HCAR2	1
KRR1	6
CRY1	13
CD9	9
APOLD1	2
GPR19	2
CLSTN3	18
ORMDL2	4
CLEC1B	6
KLRF2	6
ASCL1	2
CLEC2B	5
AMIGO2	2
COX6A1	3
GOLGA3	24
CAPRIN2	17
TESC	8
CCDC92	78
FAM90A1	7
ORAI1	3
GCN1	58
ADGRD1	26
ANKRD13A	15
SENP1	18
FAM222A	3
RPS26	5
COQ5	7
PGAM5	6
ADCY6	21
CCNT1	9
HSPB8	3
RFC5	11
MIP	4
IL23A	4
DNAH10	78
LRRC10	1
CNPY2	6
NCKAP5L	13
GNPTAB	21
ANO6	21
RASSF8	5
GALNT6	11
SLC4A8	25
AMDHD1	9
TWF1	10
SMAGP	4
DAZAP2	4
KLRC4	4
CEP83	17
SOCS2	3
KITLG	10
TMTC3	14
C12orf50	13
MGAT4C	4
RASSF9	2
MVK	9
DAO	11
CCDC62	13
AC011604.2	14
C1R	11
GLIPR1L1	6
CKAP4	2
KRT6B	9
PPTC7	6
KCNH3	15
DGKA	24
WASHC4	33
PLEKHA5	32
C12orf45	4
SLC35E3	5
SLC38A1	17
MLXIP	17
TMEM120B	12
P2RX7	13
SRSF9	4
ARF3	5
CCDC60	14
SUDS3	12
ASB8	4
DHX37	27
SDS	8
PFKM	25
SLC2A14	10
RASAL1	22
VAMP1	5
CD27	6
ATXN2	8
SLCO1C1	16
AEBP2	9
NFYB	8
C12orf42	6
TAS2R20	1
TAS2R19	1
TAS2R43	1
ITGA7	25
PRR4	4
TAS2R31	1
PRH2	4
OR10P1	1
TAS2R8	1
OR6C70	1
OR6C4	2
OR6C2	2
RAP1B	8
DBX2	4
NXPH4	2
AC073610.2	5
DDX23	17
C3AR1	2
TMTC1	18
TBX5	9
SDSL	8
MYRFL	25
FAR2	12
MYO1H	31
SVOP	16
DIABLO	6
AC048338.1	6
ANO2	27
AC073612.1	3
ATP2A2	20
NUP37	10
KRAS	6
FGD4	17
YBX3	10
SLC15A5	9
LACRT	5
DCD	6
MGST1	4
MUCL1	4
LMO3	6
TUBA1B	4
TESPA1	11
AC023509.3	3
NPFF	3
ATF7	12
CTDSP2	8
MTERF2	2
PHETA1	4
TMEM263	4
RBP5	4
HEBP1	4
GPRC5D	3
MYL2	7
KIF21A	38
CAPS2	18
TMBIM6	10
CAMKK2	17
C12orf43	6
UNC119B	5
POP5	5
SLC6A12	17
ZNF605	5
RDH16	4
POLE	49
HSD17B6	13
LRCOL1	6
PRKAB1	7
FOXJ2	11
SMARCD1	13
RBMS2	14
DENR	8
SART3	19
GLIPR1	6
PPP1CC	8
ZCCHC8	14
TCP11L2	10
SLC48A1	28
NUAK1	7
C12orf75	21
DDX47	12
CDKN1B	3
APPL2	21
ZNF268	6
HVCN1	15
RAPGEF3	28
CLIP1	26
KRT5	9
ZNF891	2
CREBL2	4
ZNF140	5
KRT6C	9
CPNE8	20
RAD9B	12
HPD	14
ANAPC5	17
KDM5A	28
SPPL3	11
NEMP1	9
SDR9C7	4
AC092111.3	5
AC025263.2	5
ZNF664	6
RPL6	7
PITPNM2	25
USP30	13
CD163	17
SSH1	15
CD163L1	20
IRAK4	12
METAP2	11
GPR84	1
HELB	13
NR2C1	14
CDCA3	6
ZNF384	11
ST8SIA1	8
MCRS1	15
C12orf71	2
PLCZ1	15
TM7SF3	12
DNM1L	21
GRASP	8
C1QL4	2
PAH	13
CHPT1	9
TUBA1C	4
DERA	9
NCKAP1L	31
ELK3	5
LRRC23	8
CACNA1C	9
BCL7A	6
P2RX4	13
PLA2G1B	4
CHFR	24
ZBTB39	2
RPLP0	7
RBM19	25
BBS10	2
DTX1	9
DDX55	14
YEATS4	7
TMEM116	11
OGFOD2	7
RHOF	5
BICDL1	9
LALBA	4
SLC15A4	8
OVCH1	28
RFLNA	6
DDX54	8
MMAB	9
SLC6A13	15
CLEC4A	6
RNFT2	11
SPRYD4	2
NANOG	4
IQCD	5
TMED2	4
FOXN4	10
SBNO1	31
PAN2	26
MPHOSPH9	24
HCAR1	1
WSCD2	10
ANHX	8
AQP6	5
UBE3B	28
LTBR	12
SELPLG	2
GLIPR1L2	6
PWP1	15
PRPF40B	7
ZNF10	5
VWF	52
SLC38A2	16
ARNTL2	17
SPATS2	15
TDG	10
C1S	13
CAPZA3	1
BCL2L14	6
PHB2	10
LRP6	23
NUP107	28
RAB5B	6
KANSL2	10
MED13L	31
TCHP	13
TBX3	8
GDF3	2
PTHLH	6
MYF5	3
SLC39A5	11
AC005833.1	11
EMP1	5
CRACR2A	20
ATP5F1B	10
FBXO21	12
RIMBP2	19
TMEM132C	9
AC097104.1	4
TIMELESS	29
KNTC1	64
KRT6A	9
KRT82	9
BORCS5	4
ALG10	3
CHST11	3
TEX52	3
ATP23	6
BHLHE41	5
NEUROD4	2
ITPR2	57
OR9K2	1
OR10A7	1
OR6C74	1
OR6C6	2
SSPN	5
SCN8A	27
OR6C1	2
H1FNT	1
KSR2	20
STX2	11
HRK	2
BAZ2A	29
C12orf49	5
MAP1LC3B2	2
IPO8	25
PIWIL1	21
TMEM132D	9
KCNMB4	3
STK38L	14
AC023055.1	11
GLT8D2	11
CELA1	8
RHNO1	3
CSRNP2	5
FGD6	21
B4GALNT1	14
UBE2N	4
NUDT4	5
AC078927.1	3
TMBIM4	8
PSMD9	4
WDR66	4
SETD1B	17
NDUFA4L2	5
MORN3	6
B4GALNT3	20
PXN	11
SMCO2	9
ZFC3H1	35
ALDH1L2	23
EMG1	6
KCNA1	2
LPCAT3	13
KRT80	9
SCAF11	15
YARS2	21
PTPRR	14
HSP90B1	18
ETV6	8
SUOX	3
MLEC	5
GATC	4
AL021546.1	3
ZNF705A	5
NACA	7
AC117378.1	7
GALNT9	11
PTGES3	9
C12orf54	9
C12orf76	15
FBXW8	11
ASIC1	12
WNK1	28
DYNLL1	3
PRIM1	13
FBRSL1	17
FZD10	1
SLC8B1	17
TPCN1	29
RACGAP1	19
TCTN2	18
TAPBPL	7
EIF2B1	9
PPFIBP1	29
TRHDE	19
POLR3B	28
CCDC63	12
TNFRSF1A	10
SLCO1B7	13
HDAC7	26
KRT75	9
RPAP3	17
TBC1D15	18
PEX5	16
SLC41A2	10
EID3	1
TSPAN8	12
NT5DC3	14
CLEC12A	7
IGF1	6
ACVRL1	10
SYCP3	9
PRH1-PRR4	4
TAS2R10	1
ATP5MC2	5
METTL1	6
AVIL	19
AC025165.3	3
EEF1AKMT3	6
CYP27B1	9
MYO1A	29
GPR182	2
CIT	48
CERS5	10
OR8S1	2
NOS1	30
CSRP2	6
GLS2	18
MRPL51	3
GLTP	5
TMEM132B	9
E2F7	13
NCAPD2	32
PLBD2	12
CCDC91	16
OAS3	16
OAS1	6
TMEM106C	8
VDR	10
CS	11
NAP1L1	15
SLCO1B3	14
FAM186B	7
RFX4	18
TCTN1	15
DUSP16	7
ARPC3	7
KCNA5	1
AC006518.7	4
CCDC77	13
RNF10	17
AC073610.3	5
RAB35	6
COX14	2
DDX51	15
TMEM233	3
PEBP1	4
CCDC184	1
NANOGNB	4
ERGIC2	14
DPPA3	4
RITA1	3
ATP6V0A2	20
OAS2	11
COL2A1	54
GTF2H3	13
C12orf65	3
STAT2	24
SCARB1	13
CNOT2	16
OSBPL8	24
AQP5	4
KCTD10	7
AC073896.1	11
ACACB	53
FRS2	7
CORO1C	11
ACAD10	22
ABCB9	12
BTBD11	17
FMNL3	26
ENDOU	10
ZNF84	5
CPM	9
KRT86	11
DNAJC14	8
KLRF1	6
INTS13	17
TAS2R42	1
PRB3	4
PRB4	4
SLC16A7	5
CALCOCO1	15
ACVR1B	10
CLECL1	3
TROAP	15
PRPH	9
CLEC2D	6
METTL7B	2
ARID2	21
BLOC1S1-RDH5	4
BLOC1S1	4
RDH5	5
ATN1	10
C12orf57	3
USP44	6
FAM216A	7
MANSC1	4
PKP2	14
GDF11	3
LGR5	18
NR4A1	8
FGFR1OP2	7
MARCH9	4
CDK4	8
LTA4H	19
RHEBL1	8
AGAP2	19
DHH	3
TSPAN31	19
BIN2	13
SNRPF	4
IL26	5
IFNG	4
EPS8	21
TFCP2	15
PTPN11	15
PLEKHG6	16
RSRC2	10
SLCO1B1	15
ZNF26	4
KRT83	9
VPS29	5
KRT7	9
ALG10B	3
LRRC43	3
IL31	3
ANAPC7	11
PIK3C2G	33
TAS2R30	1
TAS2R7	1
OR6C65	1
CFAP73	8
CDK2AP1	4
HECTD4	76
BCDIN3D	2
MRPS35	8
TRAFD1	12
ACSM4	13
LYZ	4
FICD	3
ASCL4	1
AC026786.1	5
GPN3	8
PYM1	3
SPSB2	3
ITFG2	12
KLRG1	5
LMNTD1	10
MRPL42	6
SLC11A2	17
MYBPC1	30
C12orf29	7
MBD6	13
ACTR6	11
DDX11	27
ING4	8
RERG	5
CPSF6	11
GPRC5A	4
KCNC2	5
RIC8B	10
TPH2	11
TXNRD1	17
MMP19	9
HCFC2	15
ATG101	4
ETFRF1	3
PRH1	1
TAS2R13	1
TAS2R50	1
PPP1R1A	7
CASC1	16
POU6F1	11
DDN	2
PRKAG1	12
KMT2D	54
CAND1	15
VEZT	12
DYRK2	3
ADAMTS20	39
SP1	6
LAG3	8
SPX	6
KRT3	9
FBXL14	2
WNT5B	2
TULP3	3
NRIP2	6
USP5	20
ETFBKMT	4
MAP3K12	14
GABARAPL1	4
HOXC5	2
PPFIA2	33
STRAP	10
KLRC1	8
H3F3C	1
BCAT1	11
AMHR2	11
BTG1	2
HOXC4	2
MSRB3	6
HOXC9	2
DCN	8
OLR1	6
GLI1	12
ANKS1B	27
C12orf40	13
ABCC9	38
ABCD2	10
KRT2	9
CCND2	5
DNAJC22	4
PARPBP	12
CD69	5
TAS2R46	1
SMIM10L1	1
OR6C76	1
LRIG3	19
FOXM1	10
TARBP2	9
FKBP4	10
KLRC3	7
ARHGEF25	16
NDUFA12	4
GRIP1	24
IRAK3	12
KLRC4-KLRK1	8
PPHLN1	8
MFSD5	2
YAF2	5
ATF1	7
DEPDC4	11
INHBE	2
IKBIP	3
KRT79	9
KRT85	9
B3GNT4	6
RAB21	7
STAB2	69
PTPN6	16
PRB1	5
WASHC3	7
ITGA5	30
AAAS	16
POC1B-GALNT4	12
RARG	10
ALX1	4
DCTN2	16
TMTC2	12
ZNF740	7
METTL25	12
FAM186A	8
PPP1R12A	25
PYROXD1	12
MDM1	14
NTN4	10
WNT1	4
SOX5	15
KLRK1	8
ETNK1	8
PLEKHG7	16
CLEC7A	6
LRRIQ1	27
NR1H4	9
TSPAN11	8
PTMS	5
ACSS3	6
KRT84	9
SLC38A4	16
TMEM19	6
MED21	4
C12orf73	3
PCED1B	4
PMCH	3
FAM19A2	5
OR6C75	3
LMBR1L	17
CCDC38	16
POC1B	12
WIF1	10
GXYLT1	8
NTS	4
MARS	21
SOAT2	15
SLC2A13	10
KRT4	9
FAM234B	13
PDE3A	16
VPS33A	13
THAP2	35
KIAA1551	6
PUS7L	9
SLC26A10	14
ZCRB1	8
EEA1	29
LRTM2	5
HOXC8	2
PIANP	6
PRR13	4
DENND5B	23
CBX5	5
NFE2	2
PRICKLE1	8
DUSP6	3
UTP20	62
CEP290	7
DIP2B	38
LDHB	8
SPRYD3	11
PLBD1	11
EIF4B	15
GUCY2C	27
TMPO	4
TNS2	29
RNF41	7
XPOT	25
HIST4H4	1
TBK1	21
NABP2	6
KCNJ8	3
RAD51AP1	10
SRGAP1	22
KRT8	9
KRT72	9
MAGOHB	5
HOXC6	2
SLC17A8	12
SCYL2	19
TAS2R9	1
OR2AP1	2
OR6C3	2
TUBA1A	4
TSFM	19
PDE1B	16
CFAP54	68
TMEM117	8
AMN1	7
PCBP2	15
C12orf10	7
AC012531.2	2
LUM	3
ARHGAP9	21
CCDC59	4
GYS2	16
CLEC12B	6
PRB2	4
DRAM1	7
RERGL	6
NELL2	21
STYK1	11
PZP	36
DCP1B	9
BICD1	10
IL22	6
GTSF1	9
OS9	15
PFDN5	6
HOXC12	2
LEMD3	13
SPIC	6
METTL7A	3
GAS2L3	10
CNTN1	24
P3H3	15
HIGD1C	3
CLEC1A	6
ANO4	28
GPR162	5
PDZRN4	10
CD4	10
LIMA1	11
SLC25A3	8
NDUFA9	11
GALNT8	11
C12orf56	13
ENO2	11
A2M	36
HMGA2	4
TMEM52B	6
TSPAN19	9
CMAS	8
GNS	14
ARHGDIB	6
KLRC2	7
ZNF385A	8
LETMD1	9
HOXC10	2
KERA	3
CCER1	1
TMPRSS12	5
ITGB7	16
ADIPOR2	8
GAPDH	9
KLRD1	7
SINHCAF	6
COPZ1	9
HOXC11	2
ESPL1	31
ARL1	6
SLC5A8	15
STAC3	12
PTPRO	27
APAF1	27
PAWR	7
PHC1	16
SLCO1A2	16
KRT71	9
KRT74	9
IAPP	3
FGF6	3
C12orf4	14
KRT73	9
KIF5A	29
SMUG1	3
EPYC	7
ATP2B1	21
LIN7A	6
ART4	3
GRIN2B	13
KRT76	9
KRT77	9
M6PR	7
DDIT3	21
SLC6A15	12
C12orf60	2
RXYLT1	6
RECQL	12
MYL6B	7
PDE6H	4
GOLT1B	5
DPY19L2	22
RAD52	12
KCNA6	1
C12orf66	4
LPAR5	2
ATF7IP	15
KRT78	9
KRT1	9
SYT1	11
PLXNC1	31
CRADD	3
LLPH	3
C2CD5	28
CACNA2D4	38
UHRF1BP1L	21
TBC1D30	12
IGFBP6	4
LRRK2	51
ACRBP	10
SMARCC2	29
CLEC6A	6
HOXC13	2
WBP11	12
TSPAN9	9
CSAD	17
FAM71C	2
LARP4	8
R3HDM2	15
AC137834.1	12
PTPRQ	45
OTOGL	59
AC010197.2	16
KRT18	7
GSG1	6
NEDD1	15
COPS7A	8
AICDA	5
RIMKLB	7
MUC19	4
INHBC	2
MLF2	9
ERP27	7
H2AFJ	1
AVPR1A	2
A2ML1	36
MON2	35
MFAP5	10
CLEC4E	6
TEAD4	13
PPM1H	10
FGF23	3
AC008012.1	5
PARP11	8
TIGAR	6
ESYT1	3
PRMT8	10
ERC1	18
NINJ2	4
IFFO1	10
ZC3H10	3
CLEC4D	6
CHD4	40
AC006064.6	55
NOP2	55
EBPL	4
UTP14C	4
ALG11	4
OXGR1	4
MBNL2	8
ATP7B	21
MTUS2	16
PDX1	2
N4BP2L2	10
COG3	23
CENPJ	17
NBEA	58
NEK5	22
USPL1	9
GJA3	2
CHAMP1	1
DNAJC3	12
ALOX5AP	6
CLDN10	5
DHRS12	10
SOHLH2	11
RNF17	36
POSTN	23
KPNA3	17
HSPH1	18
LNX2	11
GPC5	8
TRIM13	2
NEK3	16
GJB6	5
DCT	10
RPL21	6
AL162377.3	10
WDFY2	12
MEDAG	5
CCDC169-SOHLH2	11
RXFP2	18
FLT3	24
KL	5
URAD	2
BIVM	11
SERPINE3	7
CAB39L	12
KATNAL1	11
CDADC1	10
UGGT2	39
KCNRG	2
TEX26	7
UPF3A	10
MPHOSPH8	14
PARP4	34
SLC15A1	23
MICU2	12
F7	9
TSC22D1	3
DLEU7	2
MLNR	2
CYSLTR2	1
FNDC3A	26
POMP	6
SLC46A3	7
GAS6	15
WASF3	10
PAN3	19
TEX30	6
GSX1	2
SETDB2	15
SOX21	1
SPRYD7	5
FAM216B	4
MRPS31	7
BORA	12
ARL11	2
HMGB1	5
ZMYM2	25
RCBTB1	13
PHF11	10
CCDC70	2
DZIP1	21
CCDC169	16
DCLK1	17
TUBA3C	5
UBL3	5
GRK1	7
FAM124A	5
TFDP1	12
ATP4B	7
SLC10A2	6
ABCC4	31
PSPC1	9
INTS6	7
TGDS	12
GPR12	2
ARGLU1	4
RFC3	9
EFNB2	5
DAOA	4
GJB2	2
CDC16	19
RASA3	24
RAP2A	2
B3GLCT	15
HS6ST3	2
USP12	9
CDX2	3
ZMYM5	8
TMEM255B	9
FLT1	30
STARD13	14
GPR18	3
ZIC2	3
ARHGEF7	20
MED4	7
KCTD12	1
NUFIP1	10
GPALPP1	8
F10	8
VPS36	14
PROZ	9
GTF2F2	8
THSD1	5
LCP1	19
IRS2	2
STOML3	7
CRYL1	8
TDRD3	14
CDK8	13
CCDC168	4
N4BP2L1	5
MTMR6	14
DIAPH3	28
GPR183	2
TNFRSF19	9
NDFIP2	8
PCID2	15
TPTE2	20
GPR180	9
MAB21L1	1
TPP2	30
SHISA2	2
RNF6	5
NALCN	44
FRY	61
GPC6	9
ERCC5	11
ZAR1L	6
ATP12A	23
LACC1	7
DNAJC15	6
ATP11A	30
SPERT	3
SLC25A30	10
PCDH9	5
MYO16	35
METTL21C	4
RASL11A	4
TMCO3	13
PCDH17	4
ZIC5	2
SLC7A1	13
PDS5B	35
KDELC1	10
MTIF3	7
AMER2	1
BIVM-ERCC5	11
POLR1D	2
ITGBL1	11
RNASEH2B	11
GTF3A	9
MIPEP	19
CSNK1A1L	1
FGF9	3
ATP8A2	37
BRCA2	27
ERICH6B	23
ITM2B	6
SUPT20H	25
LHFPL6	4
FARP1	2
RNF113B	2
SCEL	33
EXOSC8	10
PCCA	24
FGF14	11
COL4A1	52
RUBCNL	15
CCNA1	9
TNFSF13B	6
SOX1	1
SPACA7	7
AL592490.1	5
PCDH20	5
AL512506.3	7
TUBGCP3	22
DGKH	30
EEF1AKMT1	5
ZC3H13	19
CLYBL	8
RBM26	22
NUDT15	3
EDNRB	8
DCUN1D2	7
GRTP1	7
NAA16	20
PRR20C	3
PRR20B	3
SLITRK6	2
CNMD	7
RB1	27
C1QTNF9B	4
TMTC4	19
ANKRD10	6
POU4F1	2
RFXAP	3
IL17D	3
FREM2	24
NUP58	16
PABPC3	1
SPRY2	2
SACS	10
KBTBD7	1
PCDH8	3
SUCLA2	11
TNFSF11	5
KBTBD6	1
CLN5	4
UFM1	6
TM9SF2	19
CKAP2	9
SPATA13	16
RCBTB2	14
SMIM2	3
CCDC122	7
COMMD6	5
LRRC63	9
IFT88	28
SPART	9
UBAC2	9
OLFM4	5
AL359736.1	16
C1QTNF9	4
LPAR6	7
STK24	28
SERP2	3
WBP4	10
SMAD9	7
ABHD13	2
PIBF1	18
SUGT1	14
HNRNPA1L2	1
CUL4A	20
TRPC4	10
SLITRK5	2
LAMP1	9
SGCG	8
ELF1	9
KLF12	7
COL4A2	52
PROSER1	13
SIAH3	2
LIG4	3
LATS2	8
AKAP11	13
FOXO1	3
ALG5	10
NHLRC3	7
SERTM1	2
FAM155A	3
TEX29	6
AC001226.2	4
FBXL3	4
MYCBP2	83
MZT1	3
DIS3	21
ADPRHL1	8
DOCK9	57
SLITRK1	1
ING1	2
CARS2	15
LMO7	31
SLC25A15	7
UCHL3	9
ESD	10
SAP18	4
ZDHHC20	13
MTRF1	10
ENOX1	17
TBC1D4	21
LRCH1	20
DACH1	11
COG6	19
VWA8	45
RGCC	5
CPB2	11
IPO5	29
XPO4	23
KLF5	4
KLHL1	11
ACOD1	5
MCF2L	30
RNF219	6
RAB20	2
NAXD	10
HTR2A	4
MRPL57	2
SKA3	9
SLAIN1	7
EPSTI1	13
DHRS1	9
DCAF5	9
GALNT16	16
RIN3	10
ALDH6A1	12
COQ6	9
PNMA1	1
ACOT1	3
TCL1A	4
SALL2	2
PNP	6
FAM71D	9
EIF2S1	8
RNASE10	1
MPP5	15
PAPLN	26
RAB15	7
RBM25	19
VASH1	7
MIA2	29
AKAP5	2
NEDD8-MDP1	6
NUBPL	11
BEGAIN	6
WARS	11
LGMN	15
CPSF2	16
NDUFB1	3
EVL	14
FAM161B	9
ENTPD5	12
ZFYVE26	9
TCL1B	4
DTD2	3
WDR20	5
AKT1	13
C14orf39	18
OR4N5	3
ACIN1	19
TDRD9	36
ERO1A	16
PSME2	11
PNN	9
CLEC14A	1
SLC25A47	6
